"Search Parameters"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
"Tsunami ID = 1902"																																	
		"n"	"PAPUA NEW GUINEA"	"EAST SEPIK"	"WEWAK"	-3.57	143.63	14025.462826917073									1.8		1														
		"n"	"SAMOA"		"APIA, UPOLU ISLAND"	-13.83	-171.767	9787.160303953835	23	7	29	12	18				4.9		1	8													
		"n"	"KIRIBATI"		"KANTON ISLAND, PHOENIX ISLANDS"	-2.817	-171.717	10545.955288444524	23	9	24	14	13				0.1		2	12	"R"												
		"n"	"CHILE"	"VALPARAISO (ISLA DE PASCUA)"	"EASTER ISLAND"	-27.15	-109.33	3557.6426331385783									6		1										1				
		"n"	"USA TERRITORY"	"AS"	"FAGAALU, TUTUILA I, AMERICAN SAMOA"	-14.3	-170.68	9663.024406190416									0.8		1														
		"n"	"MICRONESIA, FED. STATES OF"		"TRUK ISLANDS, CAROLINE ISLANDS"	7.3666	151.8833	14340.64898643554	23	14	36	19	25				0.3		2	34													
		"n"	"UK TERRITORY"	"PITCAIRN ISLANDS"	"PITCAIRN ISLAND"	-25.07	-130.1	5484.541879405731									12.2		1														
		"n"	"FIJI"		"SUVA, KING'S WHARF"	-18.1342	178.4236	10283.686616547426	23	8	30	13	19				0.5		2	60	"R"												
		"n"	"USA TERRITORY"	"UM"	"WAKE ISLAND"	19.29	166.6183	13911.49069324344	23	13	33	18	22				0.5		2	14	"R"												
		"n"	"PERU"	"CALLAO"	"CALLAO LA PUNTA"	-12.069	-77.1668	2912.7256510201814	22	23	45	4	34				1.1		2														
		"n"	"PERU"	"ANCASH"	"CHIMBOTE"	-9.083	-78.616	3261.0613294790483	23	0	38	5	27				0.84		2	150	"F"												
		"n"	"PERU"	"AREQUIPA"	"MATARANI"	-17	-72.117	2346.4519816056213	22	22	36	3	25				0.61		2	96	"F"												
		"n"	"PERU"	"ICA"	"SAN JUAN"	-15.35	-75.16	2531.525804964538	22	22	40	3	29				0.46		2	42	"F"												
		"n"	"PERU"	"PIURA"	"TALARA"	-4.583	-81.283	3801.589748601775	23	0	34	5	23				0.59		2	165	"R"												
		"n"	"PHILIPPINES"		"ALL OF PHILIPPINES"														1			21	1										
		"n"	"PHILIPPINES"		"HONDAGUA"	13.95	122.23	16917.119817195584	23	21	15	26	4				1.46		2	58	"F"												
		"n"	"PHILIPPINES"		"LEGASPI"	13.15	123.75	16762.797384046044	23	19	20	24	9				0.67		2	40	"F"												
		"n"	"PHILIPPINES"		"TACLOBAN"	11.25	125	16513.31179094863	23	21	12	26	1				0.29		2	66	"F"												
		"n"	"TAIWAN"		"AN-PING"	23	120.09	17897.981545716346	23	22	30	27	19				0.27		2	60	"F"												
		"n"	"TAIWAN"		"HUALIEN"	23.97	121.613	17893.56236336679	23	19	20	24	9				0.5		2	25													
		"n"	"TAIWAN"		"KAO-HSIUNG"	22.62	120.28	17852.145765396057	23	20	30	25	19				0.07		2	75	"F"												
		"n"	"TAIWAN"		"KEELUNG"	25.15	121.75	17985.87770433308	23	20	30	25	19				0.58		2	32	"R"												
		"n"	"TAIWAN"		"PENG-HU"	23.57	119.55	17981.16552557671	23	22	48	27	37				0.11		2	115	"R"												
		"n"	"RUSSIA"	"KURIL ISLANDS"	"SEVERO-KURILSK, PARAMUSHIR ISLAND"	50.42	155.83	15942.534127669933									4.7		1														
		"n"	"USA"	"WA"	"ECHO BAY, WA"	48.75	-122.9	10793.005371218003	23	17	5	21	54						2														
		"n"	"USA"	"WA"	"FRIDAY HARBOR, WA"	48.547	-123.007	10779.803792359073	23	16	30	21	19				0.1		2	33	"R"												
		"n"	"USA"	"WA"	"GRAYS HARBOR, WA"	46.95	-124.03	10685.797789292796									0.3		2														
		"n"	"USA"	"WA"	"ILWACO, WA"	46.3	-124.03	10628.723784782178											1														
		"n"	"USA"	"WA"	"NEAH BAY, WA"	48.367	-124.612	10836.758085952753	23	12	25	17	14				0.37		2	52	"R"												
		"n"	"USA"	"WA"	"TOKELAND, WA"	46.7	-123.97	10661.036118587335	23	17	45	22	34				0.61		2														
		"n"	"USA"	"WA"	"WILLAPA BAY, WA"	46.68	-124.07	10663.97072745145									0.61		1														
		"n"	"USA"	"AK"	"CAPE POLE, KOSCIUSKO ISLAND, AK"	55.95	-133.8	11882.667387359654									1		1										1				
		"n"	"USA"	"AK"	"YAKUTAT, AK"	59.55	-139.733	12412.654504897995	23	14	18	19	7				0.76		2	30	"R"												
		"n"	"USA"	"AK"	"CRAIG, AK"	55.46	-133.13	11814.390844955142									1		1														
		"n"	"USA"	"AK"	"KANAK ISLAND, CONTROLLER BAY, AK"	60.15	-144.37	12660.121794525734											1										1				
		"n"	"USA"	"AK"	"KLAKAS INLET, AK"	54.993	-132.417	11745.541980420005									1.22		1														
		"n"	"USA"	"AK"	"MONTAGUE ISLAND, AK"	60.059	-147.341	12790.98958429944									2.29		2										1				
		"n"	"USA"	"AK"	"POINT HOPE, AK"	68.2	-166.5	14000.668786872558											1														
		"n"	"USA"	"AK"	"CAPE DECISION, KUIU ISLAND, AK"	56.4	-134	11926.44127029783									0.61		1	30													
		"n"	"USA"	"HI"	"KAHALUU, HAWAII, HI"	19.583	-155.969	10709.072739343208									3		1														
		"n"	"USA"	"HI"	"KAUMAKANI, KAUAI, HI"	21.92	-159.62	11168.176506207821									2.7		1														
		"n"	"USA"	"HI"	"KEKAHA, KAUI, HI"	21.967	-159.7	11177.9102469314									3		1														
		"n"	"USA"	"CA"	"TOMALES BAY, CA"	38.169	-122.909	9854.19533897549											1														
		"n"	"USA"	"HI"	"HONOLULU LANDING, OAHU, HI"	21.32	-157.83	10980.376768767681									4.3		2														
		"n"	"USA"	"HI"	"POLIHALE, KAUAI, HI"	22.098	-159.752	11190.906192002809									2.4		5														
		"n"	"USA"	"HI"	"W. COAST KAUAI, HI"	22.013	-159.783	11187.823724596397									2.1		5														
		"n"	"USA"	"HI"	"HAENA STATE PARK, KAUAI, HI"	22.226	-159.585	11185.623058599735									2.9		5														
		"n"	"USA"	"HI"	"HAENA, KAUAI, HI"	22.226	-159.573	11184.633259053759									2		5														
		"n"	"USA"	"HI"	"HAENA, KAUAI, HI"	22.224	-159.57	11184.25294238422									4.1		5														
		"n"	"USA"	"HI"	"HALE HOMAHA, KAUAI, HI"	22.228	-159.557	11183.446475589853									2.9		5														
		"n"	"USA"	"HI"	"HALE HOMAHA, KAUAI, HI"	22.226	-159.549	11182.653786930334									1.7		5														
		"n"	"USA"	"HI"	"WAINIHA BAY, KAUAI, HI"	22.221	-159.545	11181.991653565961									2.9		5														
		"n"	"USA"	"HI"	"LUMAHAI BEACH, KAUAI, HI"	22.219	-159.532	11180.786590486588									1.7		5														
		"n"	"USA"	"HI"	"LUMAHAI BEACH, KAUAI, HI"	22.218	-159.524	11180.060362970386									2.9		5														
		"n"	"USA"	"HI"	"HANALEI BAY, KAUAI, HI"	22.215	-159.521	11179.613575067526									1.7		5														
		"n"	"USA"	"HI"	"HANALEI, KAUAI, HI"	22.216	-159.501	11178.030684379499									2.6		5														
		"n"	"USA"	"HI"	"HANALEI, KAUAI, HI"	22.216	-159.501	11178.030684379499									2.7		5														
		"n"	"USA"	"HI"	"HANALEI, KAUAI, HI"	22.216	-159.501	11178.030684379499									2.3		5														
		"n"	"USA"	"HI"	"ANINI BEACH, KAUAI, HI"	22.228	-159.468	11176.107278344394									0.6		5														
		"n"	"USA"	"HI"	"HONONO POINT, KAUAI, HI"	22.229	-159.458	11175.349278384425									1.2		5														
		"n"	"USA"	"HI"	"KALIHIKAI BEACH, KAUAI, HI"	22.227	-159.447	11174.309409990328									1.1		5														
		"n"	"USA"	"HI"	"KALIHIWAI BAY, KAUAI, HI"	22.226	-159.438	11173.500933857393									1.5		5														
		"n"	"USA"	"HI"	"KALIHIWAI BAY, KAUAI, HI"	22.222	-159.434	11172.905192123579									1.8		5														
		"n"	"USA"	"HI"	"KALIHIWAI BAY, KAUAI, HI"	22.224	-159.429	11172.625977560037									1.7		5														
		"n"	"USA"	"HI"	"KILAUEA BAY, KAUAI, HI"	22.222	-159.387	11169.030730911825									1.2		5														
		"n"	"USA"	"HI"	"PAKALA, KAUAI, HI"	22.207	-159.338	11163.994040301897									1.8		5														
		"n"	"USA"	"HI"	"MOLOAA BAY, KAUAI, HI"	22.197	-159.335	11163.08137118932									1.8		5														
		"n"	"USA"	"HI"	"AHIHI POINT, KAUAI, HI"	22.124	-159.298	11155.172598877898									1.8		5														
		"n"	"USA"	"HI"	"POHAKULOA POINT, KAUAI, HI"	22.131	-159.295	11155.391290114598									1.8		5														
		"n"	"USA"	"HI"	"PAPALOA, KAUAI, HI"	22.138	-159.296	11155.939736419676									1.7		5														
		"n"	"USA"	"HI"	"ANAHOLA BEACH, KAUAI, HI"	22.15	-159.303	11157.315610195075									1.8		5														
		"n"	"USA"	"HI"	"KUAEHU POINT, KAUAI, HI"	22.164	-159.311	11158.906946405841									1.8		5														
		"n"	"USA"	"HI"	"PALIKU POINT, KAUAI, HI"	22.115	-159.298	11154.573425470753									2.7		5														
		"n"	"USA"	"HI"	"PALIKU POINT, KAUAI, HI"	22.109	-159.299	11154.256416554168									2.1		5														
		"n"	"USA"	"HI"	"KEALIA, KAUAI, HI"	22.097	-159.308	11154.19958827066									1.8		5														
		"n"	"USA"	"HI"	"KAPAA, KAUAI, HI"	22.082	-159.316	11153.860652287805									1.4		5														
		"n"	"USA"	"HI"	"KAPAA, KAUAI, HI"	22.079	-159.318	11153.825860832634									2.1		5														
		"n"	"USA"	"HI"	"KAPAA, KAUAI, HI"	22.076	-159.32	11153.79107362362									1.8		5														
		"n"	"USA"	"HI"	"KAPAA, KAUAI, HI"	22.072	-159.319	11153.44229962989									2.1		5														
		"n"	"USA"	"HI"	"KAPAA, KAUAI, HI"	22.069	-159.321	11153.40751553924									2.1		5														
		"n"	"USA"	"HI"	"WAIPOULI, KAUAI, HI"	22.063	-159.321	11153.008054056832									2.1		5														
		"n"	"USA"	"HI"	"WAILUA BAY, KAUAI, HI"	22.056	-159.329	11153.201845964746									2.7		5														
		"n"	"USA"	"HI"	"WAILUA BAY, KAUAI, HI"	22.052	-159.338	11153.677899197417									1.5		5														
		"n"	"USA"	"HI"	"HANAMAULU BAY, KAUAI, HI"	21.996	-159.343	11150.362023865506									2.1		5														
		"n"	"USA"	"HI"	"HANAMAULU BAY, KAUAI, HI"	22.005	-159.336	11150.383722553504									2		5														
		"n"	"USA"	"HI"	"WAILUA, KAUAI, HI"	22.037	-159.338	11152.679281689552									2.3		5														
		"n"	"USA"	"HI"	"NAWILIWILI BAY, KAUAI, HI"	21.961	-159.341	11147.866433112775									1.8		5														
		"n"	"USA"	"HI"	"NAWILIWILI BAY, KAUAI, HI"	21.961	-159.351	11148.691693379977									1.8		5														
		"n"	"USA"	"HI"	"NAWILIWILI BAY, KAUAI, HI"	21.96	-159.355	11148.95521989512									1.4		5														
		"n"	"USA"	"HI"	"NAWILIWILI BAY, KAUAI, HI"	21.953	-159.36	11148.901776817178									1.7		5														
		"n"	"USA"	"HI"	"PAOO POINT, KAUAI, HI"	21.897	-159.407	11149.053148777428									3.4		5														
		"n"	"USA"	"HI"	"SOUTHEAST COAST KAUAI, HI"	21.891	-159.42	11149.727151725485									3		5														
		"n"	"USA"	"HI"	"NU KUMOI POINT, KAUAI, HI"	21.875	-159.458	11151.800326891991									1.5		5														
		"n"	"USA"	"HI"	"POIPU, KAUAI, HI"	21.882	-159.472	11153.42256593493									0.8		5														
		"n"	"USA"	"HI"	"KUKUIULA, KAUAI, HI"	21.884	-159.483	11154.464236647447									1.5		5														
		"n"	"USA"	"HI"	"KUKUIULA BAY, KAUAI, HI"	21.888	-159.492	11155.473812638882									1.5		5														
		"n"	"USA"	"HI"	"KUKUIULA, KAUAI, HI"	21.888	-159.497	11155.886812112527									2.4		5														
		"n"	"USA"	"HI"	"NAHUNAKUEU, KAUAI, HI"	21.89	-159.541	11159.654569746157									3.4		5														
		"n"	"USA"	"HI"	"WAHIAWA BAY, KAUAI, HI"	21.899	-159.578	11163.31000308971									4.3		5														
		"n"	"USA"	"HI"	"HANAPEPE BAY, KAUAI, HI"	21.906	-159.597	11165.3453137138									2.3		5														
		"n"	"USA"	"HI"	"HANAPEPE BAY, KAUAI, HI"	21.903	-159.6	11165.393693337443									2.7		5														
		"n"	"USA"	"HI"	"PUOLO POINT, KAUAI, HI"	21.895	-159.607	11165.440115276371									1.8		5														
		"n"	"USA"	"HI"	"HANAPEPE, KAUAI, HI"	21.903	-159.612	11166.385206822235									2.4		5														
		"n"	"USA"	"HI"	"ANAKUA POINT, KAUAI, HI"	21.906	-159.621	11167.32833174593									3		5														
		"n"	"USA"	"HI"	"SOUTHWEST COAST KAUAI, HI"	21.91	-159.627	11168.090049131713									2.7		5														
		"n"	"USA"	"HI"	"SOUTHWEST COAST KAUAI, HI"	21.916	-159.636	11169.232600804286									2.3		5														
		"n"	"USA"	"HI"	"SOUTHWEST COAST KAUAI, HI"	21.916	-159.637	11169.315230399061									1.7		5														
		"n"	"USA"	"HI"	"SOUTHWEST COAST KAUAI, HI"	21.924	-159.641	11170.177557247336									2.7		5														
		"n"	"USA"	"HI"	"SOUTHWEST COAST KAUAI, HI"	21.927	-159.644	11170.624860970907									3		5														
		"n"	"USA"	"HI"	"SOUTHWEST COAST KAUAI, HI"	21.93	-159.647	11171.072157828823									3.5		5														
		"n"	"USA"	"HI"	"MAKAWELI LANDING, KAUAI, HI"	21.939	-159.653	11172.166131343984									3.2		5														
		"n"	"USA"	"HI"	"WAIMEA, KAUAI, HI"	21.955	-159.669	11174.55149458771									2.9		5														
		"n"	"USA"	"HI"	"WAIMEA, KAUAI, HI"	21.956	-159.671	11174.78319617367									2		5														
		"n"	"USA"	"HI"	"KEKAHA, KAUAI, HI"	21.963	-159.703	11177.892369378815									2.9		5														
		"n"	"USA"	"HI"	"KEKAHA, KAUAI, HI"	21.964	-159.711	11178.619850842262									3		5														
		"n"	"USA"	"HI"	"KEKAHA, KAUAI, HI"	21.969	-159.716	11179.365181768962									2.6		5														
		"n"	"USA"	"HI"	"KEKAHA, KAUAI, HI"	21.973	-159.729	11180.70511624643									2		5														
		"n"	"USA"	"HI"	"MAILI, OAHU, HI"	21.431	-158.183	11016.921421793902									3		5														
		"n"	"USA"	"HI"	"KANEILIO POINT, OAHU, HI"	21.443	-158.194	11018.634021703125									2.4		5														
		"n"	"USA"	"HI"	"LAHILAHI POINT, OAHU, HI"	21.466	-158.216	11021.991751355758									2.7		5														
		"n"	"USA"	"HI"	"KEPUHI POINT, OAHU, HI"	21.481	-158.228	11023.987918717468									3.4		5														
		"n"	"USA"	"HI"	"WEST COAST OAHU, HI"	21.54	-158.235	11028.526413331283									2.4		5														
		"n"	"USA"	"HI"	"WEST COAST OAHU, HI"	21.547	-158.243	11029.65537164958									3.7		5														
		"n"	"USA"	"HI"	"KAIAKA BAY, OAHU, HI"	21.586	-158.121	11022.228409798934									3.4		5														
		"n"	"USA"	"HI"	"WAIALUA BAY, OAHU, HI"	21.593	-158.115	11022.204782825635									3.7		5														
		"n"	"USA"	"HI"	"WAIALUA BAY, OAHU, HI"	21.601	-158.107	11022.083758763494									2.4		5														
		"n"	"USA"	"HI"	"WAIMEA BAY, OAHU, HI"	21.643	-158.068	11021.696222847195									3.4		5														
		"n"	"USA"	"HI"	"SUNSET BEACH, OAHU, HI"	21.677	-158.044	11022.006406514585									2.4		5														
		"n"	"USA"	"HI"	"KAWELA BAY, OAHU, HI"	21.7	-158.018	11021.413543352703									2.7		5														
		"n"	"USA"	"HI"	"NORTH COAST OAHU, HI"	21.714	-157.975	11018.818603671956									1.2		5														
		"n"	"USA"	"HI"	"KAHUKU, OAHU, HI"	21.692	-157.948	11015.119647236264									1.8		5														
		"n"	"USA"	"HI"	"HAUULA, OAHU, HI"	21.618	-157.914	11007.347343870068									2.4		5														
		"n"	"USA"	"HI"	"PUNALUU BEACH, OAHU, HI"	21.584	-157.887	11002.83945846835									2.1		5														
		"n"	"USA"	"HI"	"KAHANA BAY, OAHU, HI"	21.56	-157.875	11000.237575556788									2.4		5														
		"n"	"USA"	"HI"	"KAAAWA, OAHU, HI"	21.55	-157.848	10997.343756110708									1.2		5														
		"n"	"USA"	"HI"	"KAAAWA, OAHU, HI"	21.539	-157.841	10996.027616926862									1.2		5														
		"n"	"USA"	"HI"	"KAAAWA, OAHU, HI"	21.531	-157.837	10995.16011303516									1.5		5														
		"n"	"USA"	"HI"	"KUALOA POINT, OAHU, HI"	21.514	-157.837	10994.015783485283									1.5		5														
		"n"	"USA"	"HI"	"WAIAHOLE, OAHU, HI"	21.493	-157.85	10993.671694060462									0.6		5														
		"n"	"USA"	"HI"	"KAHALUU, OAHU, HI"	21.454	-157.817	10988.33082530109									0.6		5														
		"n"	"USA"	"HI"	"MOAKPU PENINSULA, OAHU, HI"	21.46	-157.756	10983.716290053853									1.5		5														
		"n"	"USA"	"HI"	"ULUPAU HEAD, OAHU, HI"	21.461	-157.738	10982.30299239117									2.1		5														
		"n"	"USA"	"HI"	"KAILUA, OAHU, HI"	21.405	-157.738	10978.530163602081									1.5		5														
		"n"	"USA"	"HI"	"WAILEA POINT, OAHU, HI"	21.379	-157.709	10974.391996407847									1.8		5														
		"n"	"USA"	"HI"	"BELLOWS FIELD BEACH, OAHU, HI"	21.351	-157.707	10972.340305021562									2.7		5														
		"n"	"USA"	"HI"	"MAKAPUU HEAD, OAHU, HI"	21.314	-157.654	10965.484446647122									1.8		5														
		"n"	"USA"	"HI"	"SANDY BEACH, OAHU, HI"	21.282	-157.683	10965.713630909155									2.7		5														
		"n"	"USA"	"HI"	"HANAUMA BAY, OAHU, HI"	21.274	-157.699	10966.491376049677									1.8		5														
		"n"	"USA"	"HI"	"PORTLOCK, OAHU, HI"	21.268	-157.714	10967.321788169236									1.5		5														
		"n"	"USA"	"HI"	"PAIKO PENINSULA, OAHU, HI"	21.284	-157.725	10969.305933871317									2.4		5														
		"n"	"USA"	"HI"	"NIU VALLEY, OAHU, HI"	21.283	-157.739	10970.39113992251									1.8		5														
		"n"	"USA"	"HI"	"DIAMOND HEAD, OAHU, HI"	21.258	-157.815	10974.964975004774									1.8		5														
		"n"	"USA"	"HI"	"WAIKIKI BEACH, OAHU, HI"	21.277	-157.827	10977.233303726602									2.7		5														
		"n"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3	-157.867	10982.076879503209									1.5		5														
		"n"	"USA"	"HI"	"HONOLULU HARBOR, OAHU, HI"	21.299	-157.871	10982.338993441479									1.5		5														
		"n"	"USA"	"HI"	"HICKAM HARBOR, OAHU, HI"	21.32	-157.955	10990.672049323643									0.9		5														
		"n"	"USA"	"HI"	"EWA BEACH, OAHU, HI"	21.313	-158.008	10994.567710122425									2.7		5														
		"n"	"USA"	"HI"	"BARBERS POINT, OAHU, HI"	21.3218	-158.1193	11004.33233035436									2.1		5														
		"n"	"USA"	"HI"	"KAHE POINT, OAHU, HI"	21.347	-158.132	11007.073267975093									2.7		5														
		"n"	"USA"	"HI"	"NANAKULI, OAHU, HI"	21.375	-158.143	11009.861954401962									2.7		5														
		"n"	"USA"	"HI"	"NANAKULI, OAHU, HI"	21.394	-158.16	11012.53990645986									2.4		5														
		"n"	"USA"	"HI"	"MAILI POINT, OAHU, HI"	21.401	-158.174	11014.164063020775									2.4		5														
		"n"	"USA"	"HI"	"LAHAINA, MAUI, HI"	20.87	-156.679	10855.255982991304									2.7		5														
		"n"	"USA"	"HI"	"LAHAINA, MAUI, HI"	20.875	-156.682	10855.842100103884									2.1		5														
		"n"	"USA"	"HI"	"PUUNOA POINT, MAUI, HI"	20.888	-156.689	10857.300198017332									2.7		5														
		"n"	"USA"	"HI"	"HANAKAOO POINT, MAUI, HI"	20.914	-156.695	10859.558774874778									3		5														
		"n"	"USA"	"HI"	"HONOKOWAI, MAUI, HI"	20.946	-156.696	10861.813716783852									3		5														
		"n"	"USA"	"HI"	"KAIA POINT, MAUI, HI"	20.983	-156.679	10862.929467191167									3		5														
		"n"	"USA"	"HI"	"ONELOA BAY, MAUI, HI"	21.008	-156.666	10863.559294742214									2.4		5														
		"n"	"USA"	"HI"	"HONOLUA BAY, MAUI, HI"	21.019	-156.642	10862.335526321385									2.1		5														
		"n"	"USA"	"HI"	"NORTHWEST COAST MAUI, HI"	21.026	-156.629	10861.743554705112									2.4		5														
		"n"	"USA"	"HI"	"HONOKOHAU BAY, MAUI, HI"	21.025	-156.613	10860.362077653828									3		5														
		"n"	"USA"	"HI"	"NAKALELE POINT, MAUI, HI"	21.027	-156.59	10858.60982654323									3		5														
		"n"	"USA"	"HI"	"KAHAKULOA BAY, MAUI, HI"	21.006	-156.556	10854.392191017118									3.7		5														
		"n"	"USA"	"HI"	"WAIHEE, MAUI, HI"	20.938	-156.507	10845.748204133602									4		5														
		"n"	"USA"	"HI"	"WAIEHU POINT, MAUI, HI"	20.929	-156.496	10844.233276748815									3		5														
		"n"	"USA"	"HI"	"PAUKUKALO, MAUI, HI"	20.911	-156.485	10842.106370046438									4.6		5														
		"n"	"USA"	"HI"	"KAHULUI BAY, MAUI, HI"	20.902	-156.482	10841.248115219578									3.4		5														
		"n"	"USA"	"HI"	"KAHULUI HARBOR, MAUI, HI"	20.895	-156.477	10840.36160437217									3.7		5														
		"n"	"USA"	"HI"	"KAHULUI, MAUI, HI"	20.901	-156.464	10839.70223854716									3		5														
		"n"	"USA"	"HI"	"KAHULUI, MAUI, HI"	20.901	-156.455	10838.963335325669									5.2		5														
		"n"	"USA"	"HI"	"PAPAULA POINT, MAUI, HI"	20.912	-156.423	10837.084536439965									4		5														
		"n"	"USA"	"HI"	"SPRECKELSVILLE, MAUI, HI"	20.912	-156.415	10836.427872073451									3.4		5														
		"n"	"USA"	"HI"	"SPRECKELSVILLE, MAUI, HI"	20.917	-156.407	10836.111350291063									4.3		5														
		"n"	"USA"	"HI"	"PAIA BAY, MAUI, HI"	20.919	-156.396	10835.344577684715									3.4		5														
		"n"	"USA"	"HI"	"PAIA BAY, MAUI, HI"	20.922	-156.384	10834.563825860529									3.7		5														
		"n"	"USA"	"HI"	"LOWER PAIA, MAUI, HI"	20.927	-156.377	10834.329537544825									3.4		5														
		"n"	"USA"	"HI"	"NORTH COAST MAUI, HI"	20.936	-156.365	10833.957156404578									3.7		5														
		"n"	"USA"	"HI"	"HONOMANU BAY, MAUI, HI"	20.87	-156.17	10813.465786508028									2.7		5														
		"n"	"USA"	"HI"	"KEANAE POINT, MAUI, HI"	20.868	-156.146	10811.361037982851									2.7		5														
		"n"	"USA"	"HI"	"HONOLULUNUI BAY, MAUI, HI"	20.83	-156.099	10804.916308822309									3.7		5														
		"n"	"USA"	"HI"	"HANA BAY, MAUI, HI"	20.76	-155.987	10790.956756268415									3		5														
		"n"	"USA"	"HI"	"HAMOA, MAUI, HI"	20.723	-155.987	10788.432264597186									2.7		5														
		"n"	"USA"	"HI"	"KAAPAHU BAY, MAUI, HI"	20.65	-156.072	10790.427128913234									3		5														
		"n"	"USA"	"HI"	"KAAPAHU BAY, MAUI, HI"	20.652	-156.084	10791.548587790632									3		5														
		"n"	"USA"	"HI"	"SOUTH COAST MAUI, HI"	20.638	-156.115	10793.13885538831									3		5														
		"n"	"USA"	"HI"	"NUU BAY, MAUI, HI"	20.63	-156.184	10798.259534506959									3		5														
		"n"	"USA"	"HI"	"HUAKINI BAY, MAUI, HI"	20.63	-156.198	10799.409380017247									3.7		5														
		"n"	"USA"	"HI"	"LA PEROUSE BAY, MAUI, HI"	20.599	-156.427	10816.116313886818									3.4		5														
		"n"	"USA"	"HI"	"AHIHI BAY, MAUI, HI"	20.628	-156.446	10819.652066346735									2.7		5														
		"n"	"USA"	"HI"	"MAKENA, MAUI, HI"	20.657	-156.445	10821.543292817609									3		5														
		"n"	"USA"	"HI"	"WAILEA, MAUI, HI"	20.686	-156.446	10823.598791876464									2.7		5														
		"n"	"USA"	"HI"	"ILIILIHOLO BEACH, MAUI, HI"	20.724	-156.451	10826.59516346173									2.1		5														
		"n"	"USA"	"HI"	"ILIILIHOLO BEACH, MAUI, HI"	20.732	-156.454	10827.385946685521									1.5		5														
		"n"	"USA"	"HI"	"WAIMAHAIHAI BEACH, MAUI, HI"	20.75	-156.462	10829.267815789952									1.2		5														
		"n"	"USA"	"HI"	"LAIE, MAUI, HI"	20.764	-156.463	10830.302327197533									1.5		5														
		"n"	"USA"	"HI"	"KIHEI, MAUI, HI"	20.785	-156.467	10832.05939579458									2.4		5														
		"n"	"USA"	"HI"	"KIHEI, MAUI, HI"	20.793	-156.477	10833.425042352554									2.4		5														
		"n"	"USA"	"HI"	"MAALAEA, MAUI, HI"	20.799	-156.507	10836.297733239739									2.1		5														
		"n"	"USA"	"HI"	"MAALAEA, MAUI, HI"	20.795	-156.514	10836.600861870647									3.4		5														
		"n"	"USA"	"HI"	"PAPAWAI POINT, MAUI, HI"	20.778	-156.537	10837.33486579604									2.1		5														
		"n"	"USA"	"HI"	"SOUTHWEST COAST MAUI, HI"	20.796	-156.571	10841.35258986643									2.4		5														
		"n"	"USA"	"HI"	"MOPUA, MAUI, HI"	20.81	-156.604	10845.016095147424									2.7		5														
		"n"	"USA"	"HI"	"SOUTHWEST COAST MAUI, HI"	20.814	-156.628	10847.260381801438									2.4		5														
		"n"	"USA"	"HI"	"SOUTHWEST COAST MAUI, HI"	20.83	-156.638	10849.169343669046									2.7		5														
		"n"	"USA"	"HI"	"LAUNIUPOKO BEACH, MAUI, HI"	20.846	-156.656	10851.735628683833									2.7		5														
		"n"	"USA"	"HI"	"MAHUKONA, HAWAII, HI"	20.195	-155.906	10745.724679903573									1.2		5														
		"n"	"USA"	"HI"	"LIMUOKO POINT, HAWAII, HI"	20.264	-155.881	10748.384967915166									2.1		5														
		"n"	"USA"	"HI"	"UPOLU POINT, HAWAII, HI"	20.269	-155.85	10746.179004179274									2.7		5														
		"n"	"USA"	"HI"	"NORTHEAST COAST HAWAII, HI"	20.217	-155.734	10733.09135993129									3		5														
		"n"	"USA"	"HI"	"NORTHEAST COAST HAWAII, HI"	20.21	-155.734	10732.612492486158									3.4		5														
		"n"	"USA"	"HI"	"WAIPIO BAY, HAWAII, HI"	20.124	-155.595	10715.3055662138									2.4		5														
		"n"	"USA"	"HI"	"NORTHEAST COAST HAWAII, HI"	20.105	-155.472	10703.900209812722									1.8		5														
		"n"	"USA"	"HI"	"LAUPAHOEHOE POINT, HAWAII, HI"	19.997	-155.244	10677.770220260823									2.1		5														
		"n"	"USA"	"HI"	"HAKALAU, HAWAII, HI"	19.904	-155.129	10661.941615012182									2.7		5														
		"n"	"USA"	"HI"	"HONOMU, HAWAII, HI"	19.879	-155.112	10658.82806852586									3.7		5														
		"n"	"USA"	"HI"	"PEPEEKEO, HAWAII, HI"	19.848	-155.085	10654.480670077633									1.5		5														
		"n"	"USA"	"HI"	"ONOMEA BAY, HAWAII, HI"	19.81	-155.094	10652.608102744292									3.4		5														
		"n"	"USA"	"HI"	"MOKIHANA BAY, HAWAII, HI"	19.78	-155.09	10650.217596000184									2.7		5														
